year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_date,death_city,death_country,imageUrl,imageName
2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy""",1/2,872,Individual,Thomas J. Sargent,1943-07-19,"Pasadena, CA",United States of America,Male,New York University,"New York, NY",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Nobel_Prize_2011-Press_Conference_KVA-DSC_7770.jpg/300px-Nobel_Prize_2011-Press_Conference_KVA-DSC_7770.jpg,Nobel_Prize_2011-Press_Conference_KVA-DSC_7770.jpg
2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy""",1/2,873,Individual,Christopher A. Sims,1942-10-21,"Washington, DC",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Nobel_Prize_2011-Press_Conference_KVA-DSC_7720.jpg/300px-Nobel_Prize_2011-Press_Conference_KVA-DSC_7720.jpg,Nobel_Prize_2011-Press_Conference_KVA-DSC_7720.jpg
2011,Literature,The Nobel Prize in Literature 2011,"""because, through his condensed, translucent images, he gives us fresh access to reality""",1/1,868,Individual,Tomas Tranströmer,1931-04-15,Stockholm,Sweden,Male,NA,NA,NA,2015-03-26,Stockholm,Sweden,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Tomas_Transtr%C3%B6mer_2012-05-04_001_%28cropped%29.jpg/300px-Tomas_Transtr%C3%B6mer_2012-05-04_001_%28cropped%29.jpg,Tomas_Tranströmer_2012-05-04_001_(cropped).jpg
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity""",1/4,862,Individual,Jules A. Hoffmann,1941-08-02,Echternach,Luxembourg,Male,University of Strasbourg,Strasbourg,France,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Nobel_Prize_2011-Press_Conference_KI-DSC_7584.jpg/300px-Nobel_Prize_2011-Press_Conference_KI-DSC_7584.jpg,Nobel_Prize_2011-Press_Conference_KI-DSC_7584.jpg
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for his discovery of the dendritic cell and its role in adaptive immunity""",1/2,863,Individual,Ralph M. Steinman,1943-01-14,Montreal,Canada,Male,Rockefeller University,"New York, NY",United States of America,2011-09-30,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/RMSt.jpg/300px-RMSt.jpg,RMSt.jpg
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",1/3,869,Individual,Ellen Johnson Sirleaf,1938-10-29,Monrovia,Liberia,Female,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Ellen_Johnson_Sirleaf_February_2015.jpg/300px-Ellen_Johnson_Sirleaf_February_2015.jpg,Ellen_Johnson_Sirleaf_February_2015.jpg
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",1/3,870,Individual,Leymah Gbowee,1972-02-01,Monrovia,Liberia,Female,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Leymah_Gbowee_%28cropped%29.jpg/300px-Leymah_Gbowee_%28cropped%29.jpg,Leymah_Gbowee_(cropped).jpg
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",1/3,871,Individual,Tawakkol Karman,1979-02-07,Ta'izz,Yemen,Female,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Tawakkol_Karman_%282019%29_II.jpg/300px-Tawakkol_Karman_%282019%29_II.jpg,Tawakkol_Karman_(2019)_II.jpg
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",1/2,864,Individual,Saul Perlmutter,NA,"Champaign-Urbana, IL",United States of America,Male,Lawrence Berkeley National Laboratory,"Berkeley, CA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Saul_Perlmutter%2C_PCAST_Member_%28cropped%29.jpg/300px-Saul_Perlmutter%2C_PCAST_Member_%28cropped%29.jpg,"Saul_Perlmutter,_PCAST_Member_(cropped).jpg"
2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",1/2,882,Individual,Alvin E. Roth,1951-12-18,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Alvin_E._Roth_3_2012.jpg/300px-Alvin_E._Roth_3_2012.jpg,Alvin_E._Roth_3_2012.jpg
2012,Literature,The Nobel Prize in Literature 2012,"""who with hallucinatory realism merges folk tales, history and the contemporary""",1/1,880,Individual,Mo Yan,1955-02-02,Gaomi,China,Male,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/MoYan_Hamburg_2008.jpg/300px-MoYan_Hamburg_2008.jpg,MoYan_Hamburg_2008.jpg
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",1/2,875,Individual,Shinya Yamanaka,1962-09-04,Osaka,Japan,Male,Kyoto University,Kyoto,Japan,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Shinya_yamanaka10.jpg/300px-Shinya_yamanaka10.jpg,Shinya_yamanaka10.jpg
2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",1/2,876,Individual,Serge Haroche,1944-09-11,Casablanca,Morocco,Male,Collège de France,Paris,France,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Serge_Haroche_1_2012.jpg/300px-Serge_Haroche_1_2012.jpg,Serge_Haroche_1_2012.jpg
2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",1/2,877,Individual,David J. Wineland,1944-02-24,"Milwaukee, WI",United States of America,Male,National Institute of Standards and Technology,"Boulder, CO",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Portrait_of_David_Wineland.jpg/300px-Portrait_of_David_Wineland.jpg,Portrait_of_David_Wineland.jpg
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",1/3,889,Individual,Martin Karplus,1930-03-15,Vienna,Austria,Male,Université de Strasbourg,Strasbourg,France,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Martin_Karplus_Nobel_Prize_22_2013.jpg/300px-Martin_Karplus_Nobel_Prize_22_2013.jpg,Martin_Karplus_Nobel_Prize_22_2013.jpg
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",1/3,890,Individual,Michael Levitt,1947-05-09,Pretoria,South Africa,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/DIMG_7539_%2811253383215%29.jpg/300px-DIMG_7539_%2811253383215%29.jpg,DIMG_7539_(11253383215).jpg
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",1/3,891,Individual,Arieh Warshel,1940-11-20,Kibbutz Sde-Nahum,British Mandate of Palestine (Israel),Male,University of Southern California,"Los Angeles, CA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/AW_TW_PS.jpg/300px-AW_TW_PS.jpg,AW_TW_PS.jpg
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",1/3,895,Individual,Lars Peter Hansen,1952-10-26,"Urbana, IL",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Nobel_Prize_laureate_Lars_Peter_Hansen_at_press_conference_2013_2.jpg/300px-Nobel_Prize_laureate_Lars_Peter_Hansen_at_press_conference_2013_2.jpg,Nobel_Prize_laureate_Lars_Peter_Hansen_at_press_conference_2013_2.jpg
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",1/3,896,Individual,Robert J. Shiller,1946-03-29,"Detroit, MI",United States of America,Male,Yale University,"New Haven, CT",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Robert_J._Shiller_2017.jpg/300px-Robert_J._Shiller_2017.jpg,Robert_J._Shiller_2017.jpg
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",1/3,886,Individual,Thomas C. Südhof,1955-12-22,Göttingen,Germany,Male,Stanford University,"Stanford, CA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Thomas_c_s%C3%BCdhof.jpg/300px-Thomas_c_s%C3%BCdhof.jpg,Thomas_c_südhof.jpg
2013,Physics,The Nobel Prize in Physics 2013,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",1/2,887,Individual,François Englert,1932-11-06,Etterbeek,Belgium,Male,Université Libre de Bruxelles,Brussels,Belgium,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/DIMG_7472_%2811253451693%29.jpg/300px-DIMG_7472_%2811253451693%29.jpg,DIMG_7472_(11253451693).jpg
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",1/3,909,Individual,Eric Betzig,1960-01-13,"Ann Arbor, MI",United States of America,Male,"Janelia Research Campus, Howard Hughes Medical Institute","Ashburn, VA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Eric_Betzig.jpg/300px-Eric_Betzig.jpg,Eric_Betzig.jpg
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",1/3,911,Individual,William E. Moerner,1953-06-24,"Pleasanton, CA",United States of America,Male,Stanford University,"Stanford, CA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/WE_Moerner.jpg/300px-WE_Moerner.jpg,WE_Moerner.jpg
2014,Economics,The Sveriges Riksbank Prize in Economic Sciences 2014,"""for his analysis of market power and regulation""",1/1,915,Individual,Jean Tirole,1953-08-09,Troyes,France,Male,Toulouse School of Economics (TSE),Toulouse,France,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Jean_Tirole_%28cropped%29.jpg/300px-Jean_Tirole_%28cropped%29.jpg,Jean_Tirole_(cropped).jpg
2014,Literature,The Nobel Prize in Literature 2014,"""for the art of memory with which he has evoked the most ungraspable human destinies and uncovered the life-world of the occupation""",1/1,912,Individual,Patrick Modiano,1945-07-30,Paris,France,Male,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Patrick_Modiano_6_dec_2014_-_22.jpg/300px-Patrick_Modiano_6_dec_2014_-_22.jpg,Patrick_Modiano_6_dec_2014_-_22.jpg
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",1/4,904,Individual,May-Britt Moser,1963-01-04,Fosnavåg,Norway,Female,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/May-Britt_Moser_2014.jpg/300px-May-Britt_Moser_2014.jpg,May-Britt_Moser_2014.jpg
2014,Peace,The Nobel Peace Prize 2014,"""for their struggle against the suppression of children and young people and for the right of all children to education""",1/2,913,Individual,Kailash Satyarthi,1954-01-11,Vidisha,India,Male,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Kailash_Satyarthi_March_2015.jpg/300px-Kailash_Satyarthi_March_2015.jpg,Kailash_Satyarthi_March_2015.jpg
2014,Peace,The Nobel Peace Prize 2014,"""for their struggle against the suppression of children and young people and for the right of all children to education""",1/2,914,Individual,Malala Yousafzai,1997-07-12,Mingora,Pakistan,Female,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Shinz%C5%8D_Abe_and_Malala_Yousafzai_%281%29_%28cropped%29.jpg/300px-Shinz%C5%8D_Abe_and_Malala_Yousafzai_%281%29_%28cropped%29.jpg,Shinzō_Abe_and_Malala_Yousafzai_(1)_(cropped).jpg
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",1/3,906,Individual,Isamu Akasaki,1929-01-30,Chiran,Japan,Male,Meijo University,Nagoya,Japan,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Isamu_Akasaki_201111.jpg/300px-Isamu_Akasaki_201111.jpg,Isamu_Akasaki_201111.jpg
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",1/3,907,Individual,Hiroshi Amano,1960-09-11,Hamamatsu,Japan,Male,Nagoya University,Nagoya,Japan,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Hiroshi_Amano_20141211.jpg/300px-Hiroshi_Amano_20141211.jpg,Hiroshi_Amano_20141211.jpg
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",1/3,908,Individual,Shuji Nakamura,1954-05-22,Ikata,Japan,Male,University of California,"Santa Barbara, CA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Shuji_Nakamura.jpg/300px-Shuji_Nakamura.jpg,Shuji_Nakamura.jpg
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",1/3,921,Individual,Tomas Lindahl,1938-01-28,Stockholm,Sweden,Male,Francis Crick Institute,Hertfordshire,United Kingdom,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Tomas_Lindahl_0113.jpg/300px-Tomas_Lindahl_0113.jpg,Tomas_Lindahl_0113.jpg
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",1/3,923,Individual,Aziz Sancar,1946-09-08,Savur,Turkey,Male,University of North Carolina,"Chapel Hill, NC",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Aziz_Sancar_0060.jpg/300px-Aziz_Sancar_0060.jpg,Aziz_Sancar_0060.jpg
2015,Economics,The Sveriges Riksbank Prize in Economic Sciences 2015,"""for his analysis of consumption, poverty, and welfare""",1/1,926,Individual,Angus Deaton,1945-10-19,Edinburgh,United Kingdom,Male,Princeton University,"Princeton, NJ",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Angus_Deaton_5289-2015.jpg/300px-Angus_Deaton_5289-2015.jpg,Angus_Deaton_5289-2015.jpg
2015,Literature,The Nobel Prize in Literature 2015,"""for her polyphonic writings, a monument to suffering and courage in our time""",1/1,924,Individual,Svetlana Alexievich,1948-05-31,Ivano-Frankivsk,Ukraine,Female,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Svetlana_Alexievich_asv2024-01.jpg/300px-Svetlana_Alexievich_asv2024-01.jpg,Svetlana_Alexievich_asv2024-01.jpg
2015,Medicine,The Nobel Prize in Physiology or Medicine 2015,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",1/4,917,Individual,Satoshi Ōmura,1935-07-12,Yamanashi Prefecture,Japan,Male,Kitasato University,Tokyo,Japan,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Satoshi_%C5%8Cmura_5040-2015.jpg/300px-Satoshi_%C5%8Cmura_5040-2015.jpg,Satoshi_Ōmura_5040-2015.jpg
2015,Physics,The Nobel Prize in Physics 2015,"""for the discovery of neutrino oscillations, which shows that neutrinos have mass""",1/2,919,Individual,Takaaki Kajita,1959-03-09,Higashimatsuyama,Japan,Male,University of Tokyo,Kashiwa,Japan,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Takaaki_Kajita_cropped_1_Takaaki_Kajita_202010.jpg/300px-Takaaki_Kajita_cropped_1_Takaaki_Kajita_202010.jpg,Takaaki_Kajita_cropped_1_Takaaki_Kajita_202010.jpg
2015,Physics,The Nobel Prize in Physics 2015,"""for the discovery of neutrino oscillations, which shows that neutrinos have mass""",1/2,920,Individual,Arthur B. McDonald,1943-08-29,Sydney,Canada,Male,Queen's University,Kingston,Canada,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Arthur_B._McDonald_5193-2015.jpg/300px-Arthur_B._McDonald_5193-2015.jpg,Arthur_B._McDonald_5193-2015.jpg
2016,Chemistry,The Nobel Prize in Chemistry 2016,"""for the design and synthesis of molecular machines""",1/3,931,Individual,Jean-Pierre Sauvage,1944-10-21,Paris,France,Male,University of Strasbourg,Strasbourg,France,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Jean-Pierre_Sauvage.jpg/300px-Jean-Pierre_Sauvage.jpg,Jean-Pierre_Sauvage.jpg
2016,Economics,The Sveriges Riksbank Prize in Economic Sciences 2016,"""for their contributions to contract theory""",1/2,936,Individual,Bengt Holmström,1949-04-18,Helsinki,Finland,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Nobel_Laureates_0889_%2830679343193%29.jpg/300px-Nobel_Laureates_0889_%2830679343193%29.jpg,Nobel_Laureates_0889_(30679343193).jpg
2016,Literature,The Nobel Prize in Literature 2016,"""for having created new poetic expressions within the great American song tradition""",1/1,937,Individual,Bob Dylan,1941-05-24,"Duluth, MN",United States of America,Male,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Bob_Dylan_-_Azkena_Rock_Festival_2010_2.jpg/300px-Bob_Dylan_-_Azkena_Rock_Festival_2010_2.jpg,Bob_Dylan_-_Azkena_Rock_Festival_2010_2.jpg
2016,Medicine,The Nobel Prize in Physiology or Medicine 2016,"""for his discoveries of mechanisms for autophagy""",1/1,927,Individual,Yoshinori Ohsumi,1945-02-09,Fukuoka,Japan,Male,Tokyo Institute of Technology,Tokyo,Japan,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Nobel_Laureates_7428_%2830679389523%29_%28cropped%29.jpg/300px-Nobel_Laureates_7428_%2830679389523%29_%28cropped%29.jpg,Nobel_Laureates_7428_(30679389523)_(cropped).jpg
